fecha,equipo,temp,cantidad,lat,lon
2015-09-07 14:13:35,861001000767158,27.05,2,10.488319,-66.6331037166667
2015-09-07 14:19:03,861001000767158,27.2,2,10.4886890333333,-66.6333451666667
2015-09-07 14:24:30,861001000767158,27.4,2,10.4886890333333,-66.6333451666667
2015-09-07 14:29:41,861001000767158,27.5,2,10.4886890333333,-66.6333451666667
2015-09-07 14:35:09,861001000767158,27.65,2,10.4886890333333,-66.6333451666667
2015-09-07 14:40:36,861001000767158,27.85,2,10.4886890333333,-66.6333451666667
2015-09-07 14:46:09,861001000767158,27.95,2,10.4886890333333,-66.6333451666667
2015-09-07 14:51:36,861001000767158,28.05,2,10.4886890333333,-66.6333451666667
2015-09-07 14:57:01,861001000767158,28.2,2,10.4883529833333,-66.6327603666667
2015-09-07 15:02:27,861001000767158,28.25,2,10.4884011,-66.63282975
2015-09-07 15:07:40,861001000767158,28.3,2,10.4884011,-66.63282975
2015-09-07 15:13:07,861001000767158,28.4,2,10.4884011,-66.63282975
2015-09-07 15:18:34,861001000767158,28.45,2,10.4884011,-66.63282975
2015-09-07 15:24:02,861001000767158,28.5,2,10.4884011,-66.63282975
2015-09-07 15:29:28,861001000767158,28.6,2,10.4884011,-66.63282975
2015-09-07 15:34:54,861001000767158,28.65,2,10.4884011,-66.63282975
2015-09-07 15:40:21,861001000767158,28.7,2,10.4884011,-66.63282975
2015-09-07 15:45:46,861001000767158,28.7,2,10.4884011,-66.63282975
2015-09-07 15:51:12,861001000767158,28.8,2,10.4884011,-66.63282975
2015-09-07 15:56:36,861001000767158,28.8,2,10.4884011,-66.63282975
2015-09-07 16:02:02,861001000767158,28.95,2,10.4884011,-66.63282975
2015-09-07 16:07:30,861001000767158,29,2,10.4884011,-66.63282975
2015-09-07 16:12:54,861001000767158,29.05,2,10.4884011,-66.63282975
2015-09-07 16:18:20,861001000767158,29.1,2,10.4884011,-66.63282975
2015-09-07 16:23:47,861001000767158,29.2,2,10.4884011,-66.63282975
2015-09-07 16:29:14,861001000767158,29.3,2,10.4884011,-66.63282975
2015-09-07 16:34:41,861001000767158,29.4,2,10.4884011,-66.63282975
2015-09-07 16:40:08,861001000767158,29.4,2,10.4884011,-66.63282975
2015-09-07 16:45:20,861001000767158,29.55,2,10.4884011,-66.63282975
2015-09-07 16:51:01,861001000767158,29.6,2,10.4884011,-66.63282975
2015-09-07 16:56:13,861001000767158,29.75,2,10.4884011,-66.63282975
2015-09-07 17:01:40,861001000767158,29.85,2,10.4884011,-66.63282975
2015-09-07 17:07:14,861001000767158,29.95,2,10.4884011,-66.63282975
2015-09-07 17:12:39,861001000767158,30.05,2,10.4884011,-66.63282975
2015-09-07 17:18:04,861001000767158,30.15,2,10.4884011,-66.63282975
2015-09-07 17:23:29,861001000767158,30.25,2,10.4884011,-66.63282975
2015-09-07 17:28:57,861001000767158,30.4,2,10.4884011,-66.63282975
2015-09-07 17:34:24,861001000767158,30.55,2,10.48830475,-66.6332873666667
2015-09-07 17:39:35,861001000767158,30.55,2,10.48830475,-66.6332873666667
2015-09-07 17:45:03,861001000767158,30.7,2,10.48830475,-66.6332873666667
2015-09-07 17:50:32,861001000767158,30.75,2,10.48830475,-66.6332873666667
2015-09-07 17:56:00,861001000767158,30.9,2,10.48830475,-66.6332873666667
2015-09-07 18:01:27,861001000767158,31.05,2,10.48830475,-66.6332873666667
2015-09-07 18:06:57,861001000767158,31.05,2,10.48830475,-66.6332873666667
2015-09-07 18:12:22,861001000767158,31.2,2,10.48830475,-66.6332873666667
2015-09-07 18:17:48,861001000767158,31.3,2,10.48830475,-66.6332873666667
2015-09-07 18:23:14,861001000767158,31.4,2,10.48830475,-66.6332873666667
2015-09-07 18:28:28,861001000767158,31.5,2,10.48830475,-66.6332873666667
2015-09-07 18:33:55,861001000767158,31.6,2,10.48830475,-66.6332873666667
2015-09-07 18:39:23,861001000767158,31.7,2,10.48830475,-66.6332873666667
2015-09-07 18:44:50,861001000767158,31.85,2,10.48830475,-66.6332873666667
2015-09-07 18:50:18,861001000767158,31.95,2,10.48830475,-66.6332873666667
2015-09-07 18:55:46,861001000767158,32.05,2,10.48830475,-66.6332873666667
2015-09-07 19:01:14,861001000767158,32.15,2,10.48830475,-66.6332873666667
2015-09-07 19:06:26,861001000767158,32.3,2,10.48830475,-66.6332873666667
2015-09-07 19:11:55,861001000767158,32.45,2,10.48830475,-66.6332873666667
2015-09-07 19:17:22,861001000767158,32.45,2,10.48830475,-66.6332873666667
2015-09-07 19:22:51,861001000767158,32.6,2,10.48830475,-66.6332873666667
2015-09-07 19:28:18,861001000767158,32.7,2,10.48830475,-66.6332873666667
2015-09-07 19:33:46,861001000767158,32.8,2,10.48830475,-66.6332873666667
2015-09-07 19:39:00,861001000767158,32.9,2,10.48830475,-66.6332873666667
2015-09-07 19:44:28,861001000767158,33,2,10.48830475,-66.6332873666667
2015-09-07 19:49:56,861001000767158,33.05,2,10.48830475,-66.6332873666667
2015-09-07 19:55:23,861001000767158,33.15,2,10.48830475,-66.6332873666667
2015-09-07 20:00:51,861001000767158,33.25,2,10.48830475,-66.6332873666667
2015-09-07 20:06:17,861001000767158,33.25,2,10.48830475,-66.6332873666667
2015-09-07 20:11:45,861001000767158,33.35,2,10.48830475,-66.6332873666667
2015-09-07 20:16:57,861001000767158,33.4,2,10.48830475,-66.6332873666667
2015-09-07 20:22:25,861001000767158,33.55,2,10.48830475,-66.6332873666667
2015-09-07 20:27:53,861001000767158,33.6,2,10.48830475,-66.6332873666667
2015-09-07 20:33:19,861001000767158,33.65,2,10.48830475,-66.6332873666667
2015-09-07 20:38:48,861001000767158,33.7,2,10.48830475,-66.6332873666667
2015-09-07 20:44:03,861001000767158,33.8,2,10.48830475,-66.6332873666667
2015-09-07 20:49:31,861001000767158,33.85,2,10.48830475,-66.6332873666667
2015-09-07 20:54:57,861001000767158,33.9,2,10.48830475,-66.6332873666667
2015-09-07 21:00:24,861001000767158,33.9,2,10.48830475,-66.6332873666667
2015-09-07 21:05:49,861001000767158,33.9,2,10.48830475,-66.6332873666667
2015-09-07 21:11:15,861001000767158,33.95,2,10.48830475,-66.6332873666667
2015-09-07 21:16:43,861001000767158,33.95,2,10.48830475,-66.6332873666667
2015-09-07 21:22:08,861001000767158,34.05,2,10.48830475,-66.6332873666667
2015-09-07 21:27:35,861001000767158,34.05,2,10.48830475,-66.6332873666667
2015-09-07 21:33:01,861001000767158,34.05,2,10.48830475,-66.6332873666667
2015-09-07 21:38:26,861001000767158,34.05,2,10.48830475,-66.6332873666667
2015-09-07 21:43:52,861001000767158,34.05,2,10.48830475,-66.6332873666667
2015-09-07 21:49:18,861001000767158,33.95,2,10.48830475,-66.6332873666667
2015-09-07 21:54:45,861001000767158,33.9,2,10.48830475,-66.6332873666667
2015-09-07 22:00:10,861001000767158,33.9,2,10.48830475,-66.6332873666667
2015-09-07 22:05:34,861001000767158,33.9,2,10.48830475,-66.6332873666667
2015-09-07 22:11:02,861001000767158,33.8,2,10.48830475,-66.6332873666667
2015-09-07 22:16:27,861001000767158,33.7,2,10.48830475,-66.6332873666667
2015-09-07 22:21:53,861001000767158,33.7,2,10.48830475,-66.6332873666667
2015-09-07 22:27:21,861001000767158,33.65,2,10.48830475,-66.6332873666667
2015-09-07 22:32:50,861001000767158,33.6,2,10.48830475,-66.6332873666667
2015-09-07 22:38:17,861001000767158,33.55,2,10.48830475,-66.6332873666667
2015-09-07 22:43:43,861001000767158,33.45,2,10.48830475,-66.6332873666667
2015-09-07 22:48:53,861001000767158,33.4,2,10.48830475,-66.6332873666667
2015-09-07 22:54:20,861001000767158,33.35,2,10.48830475,-66.6332873666667
2015-09-07 22:59:47,861001000767158,33.3,2,10.48830475,-66.6332873666667
2015-09-07 23:05:15,861001000767158,33.25,2,10.48830475,-66.6332873666667
2015-09-07 23:10:43,861001000767158,33.25,2,10.48830475,-66.6332873666667
2015-09-07 23:16:07,861001000767158,33.1,2,10.48830475,-66.6332873666667
2015-09-07 23:21:31,861001000767158,33.05,2,10.48830475,-66.6332873666667
2015-09-07 23:26:56,861001000767158,33,2,10.48830475,-66.6332873666667
2015-09-07 23:32:21,861001000767158,32.95,2,10.48830475,-66.6332873666667
2015-09-07 23:37:46,861001000767158,32.9,2,10.48830475,-66.6332873666667
2015-09-07 23:43:12,861001000767158,32.8,2,10.48830475,-66.6332873666667
2015-09-07 23:48:36,861001000767158,32.75,2,10.48830475,-66.6332873666667
2015-09-07 23:54:02,861001000767158,32.7,2,10.48830475,-66.6332873666667
2015-09-07 23:59:28,861001000767158,32.6,2,10.48830475,-66.6332873666667
2015-09-08 00:04:55,861001000767158,32.55,2,10.48830475,-66.6332873666667
